SKU;Tamanho Pedido;Loja;Data da Venda;Marca;Preco
HL1009;2;Sao Paulo;09/03/2010;Motorola;R$ 1.400,00
HL1005;4;Sao Paulo;09/03/2010;Canon;R$ 1.500,00
HL1015;1;Sao Paulo;09/03/2010;Sony;R$ 700,00
HL1015;1;Fortaleza;10/03/2010;Sony;R$ 700,00
HL1008;5;Rio de Janeiro;10/03/2010;Philco;R$ 2.000,00
HL1020;1;Curitiba;10/03/2010;Motorola;R$ 1.500,00
HL1024;3;Fortaleza;10/03/2010;Acer;R$ 2.400,00
HL1024;4;Salvador;10/03/2010;Acer;R$ 2.400,00
HL1005;4;Porto Alegre;10/03/2010;Canon;R$ 1.500,00
HL1005;4;Rio de Janeiro;11/03/2010;Canon;R$ 1.500,00
HL1015;1;Goiania;11/03/2010;Sony;R$ 700,00
HL1024;3;Salvador;11/03/2010;Acer;R$ 2.400,00
HL1015;4;Porto Alegre;11/03/2010;Sony;R$ 700,00
HL1013;5;Rio de Janeiro;11/03/2010;Nikon;R$ 1.550,00
HL1008;3;Belo Horizonte;12/03/2010;Philco;R$ 2.000,00
HL1020;4;Rio de Janeiro;12/03/2010;Motorola;R$ 1.500,00
HL1018;5;Campinas;12/03/2010;Xiaomi;R$ 1.200,00
HL1013;4;Salvador;12/03/2010;Nikon;R$ 1.550,00
HL1009;5;Porto Alegre;13/03/2010;Motorola;R$ 1.400,00
HL1007;4;Sao Paulo;13/03/2010;Dell;R$ 2.300,00
HL1005;4;Recife;13/03/2010;Canon;R$ 1.500,00
HL1005;5;Sao Paulo;14/03/2010;Canon;R$ 1.500,00
HL1008;1;Fortaleza;14/03/2010;Philco;R$ 2.000,00
HL1007;1;Porto Alegre;14/03/2010;Dell;R$ 2.300,00
HL1015;5;Sao Paulo;14/03/2010;Sony;R$ 700,00
HL1007;1;Rio de Janeiro;14/03/2010;Dell;R$ 2.300,00
HL1015;3;Recife;14/03/2010;Sony;R$ 700,00
HL1012;5;Porto Alegre;15/03/2010;Dell;R$ 5.500,00
HL1007;3;Guarulhos;15/03/2010;Dell;R$ 2.300,00
HL1008;5;Campinas;15/03/2010;Philco;R$ 2.000,00
HL1008;4;Curitiba;15/03/2010;Philco;R$ 2.000,00
HL1005;1;Curitiba;16/03/2010;Canon;R$ 1.500,00
HL1015;3;Rio de Janeiro;16/03/2010;Sony;R$ 700,00
HL1009;2;Rio de Janeiro;17/03/2010;Motorola;R$ 1.400,00
HL1005;3;Rio de Janeiro;17/03/2010;Canon;R$ 1.500,00
HL1024;3;Fortaleza;17/03/2010;Acer;R$ 2.400,00
HL1015;5;Curitiba;17/03/2010;Sony;R$ 700,00
HL1015;2;Recife;17/03/2010;Sony;R$ 700,00
HL1005;2;Recife;17/03/2010;Canon;R$ 1.500,00
HL1015;5;Porto Alegre;17/03/2010;Sony;R$ 700,00
HL1009;2;Goiania;17/03/2010;Motorola;R$ 1.400,00
HL1005;3;Rio de Janeiro;17/03/2010;Canon;R$ 1.500,00
HL1009;3;Rio de Janeiro;18/03/2010;Motorola;R$ 1.400,00
HL1015;4;Sao Paulo;18/03/2010;Sony;R$ 700,00
HL1008;5;Fortaleza;18/03/2010;Philco;R$ 2.000,00
HL1007;3;Guarulhos;18/03/2010;Dell;R$ 2.300,00
HL1012;3;Fortaleza;18/03/2010;Dell;R$ 5.500,00
HL1007;1;Rio de Janeiro;18/03/2010;Dell;R$ 2.300,00
HL1008;5;Salvador;18/03/2010;Philco;R$ 2.000,00
HL1005;3;Sao Paulo;18/03/2010;Canon;R$ 1.500,00
HL1015;5;Nova Iguacu;18/03/2010;Sony;R$ 700,00
HL1007;4;Curitiba;18/03/2010;Dell;R$ 2.300,00
HL1009;3;Campinas;18/03/2010;Motorola;R$ 1.400,00
HL1020;2;Curitiba;18/03/2010;Motorola;R$ 1.500,00
HL1015;2;Sao Paulo;18/03/2010;Sony;R$ 700,00
HL1015;4;Sao Paulo;18/03/2010;Sony;R$ 700,00
HL1007;2;Rio de Janeiro;19/03/2010;Dell;R$ 2.300,00
HL1008;3;Recife;19/03/2010;Philco;R$ 2.000,00
HL1009;4;Recife;19/03/2010;Motorola;R$ 1.400,00
HL1015;4;Sao Paulo;19/03/2010;Sony;R$ 700,00
HL1015;5;Goiania;19/03/2010;Sony;R$ 700,00
HL1007;2;Belo Horizonte;19/03/2010;Dell;R$ 2.300,00
HL1008;4;Belo Horizonte;19/03/2010;Philco;R$ 2.000,00
HL1024;1;Sao Paulo;20/03/2010;Acer;R$ 2.400,00
HL1008;5;Curitiba;20/03/2010;Philco;R$ 2.000,00
HL1018;3;Salvador;20/03/2010;Xiaomi;R$ 1.200,00
HL1024;3;Campinas;20/03/2010;Acer;R$ 2.400,00
HL1018;3;Belo Horizonte;20/03/2010;Xiaomi;R$ 1.200,00
HL1005;5;Nova Iguacu;20/03/2010;Canon;R$ 1.500,00
HL1018;2;Salvador;20/03/2010;Xiaomi;R$ 1.200,00
HL1007;4;Sao Paulo;20/03/2010;Dell;R$ 2.300,00
HL1008;4;Salvador;21/03/2010;Philco;R$ 2.000,00
HL1020;2;Porto Alegre;21/03/2010;Motorola;R$ 1.500,00
HL1009;1;Guarulhos;21/03/2010;Motorola;R$ 1.400,00
HL1009;3;Sao Paulo;21/03/2010;Motorola;R$ 1.400,00
HL1008;5;Sao Paulo;21/03/2010;Philco;R$ 2.000,00
HL1005;2;Sao Paulo;21/03/2010;Canon;R$ 1.500,00
HL1013;5;Sao Paulo;21/03/2010;Nikon;R$ 1.550,00
HL1018;5;Goiania;21/03/2010;Xiaomi;R$ 1.200,00
HL1018;3;Sao Paulo;21/03/2010;Xiaomi;R$ 1.200,00
HL1007;5;Salvador;21/03/2010;Dell;R$ 2.300,00
HL1009;2;Recife;22/03/2010;Motorola;R$ 1.400,00
HL1008;4;Nova Iguacu;22/03/2010;Philco;R$ 2.000,00
HL1005;3;Porto Alegre;23/03/2010;Canon;R$ 1.500,00
HL1007;1;Campinas;23/03/2010;Dell;R$ 2.300,00
HL1007;4;Sao Paulo;23/03/2010;Dell;R$ 2.300,00
HL1020;3;Sao Paulo;23/03/2010;Motorola;R$ 1.500,00
HL1007;2;Belo Horizonte;24/03/2010;Dell;R$ 2.300,00
HL1009;4;Sao Paulo;24/03/2010;Motorola;R$ 1.400,00
HL1007;3;Fortaleza;24/03/2010;Dell;R$ 2.300,00
HL1007;2;Rio de Janeiro;24/03/2010;Dell;R$ 2.300,00
HL1007;2;Rio de Janeiro;24/03/2010;Dell;R$ 2.300,00
HL1008;5;Belo Horizonte;24/03/2010;Philco;R$ 2.000,00
HL1018;4;Rio de Janeiro;24/03/2010;Xiaomi;R$ 1.200,00
HL1013;2;Belo Horizonte;24/03/2010;Nikon;R$ 1.550,00
HL1018;5;Sao Paulo;24/03/2010;Xiaomi;R$ 1.200,00
HL1013;1;Sao Paulo;24/03/2010;Nikon;R$ 1.550,00
HL1008;4;Recife;24/03/2010;Philco;R$ 2.000,00
HL1015;4;Nova Iguacu;25/03/2010;Sony;R$ 700,00
HL1012;2;Rio de Janeiro;26/03/2010;Dell;R$ 5.500,00
HL1007;1;Guarulhos;26/03/2010;Dell;R$ 2.300,00
HL1015;1;Porto Alegre;26/03/2010;Sony;R$ 700,00
HL1015;3;Salvador;27/03/2010;Sony;R$ 700,00
HL1015;2;Sao Paulo;27/03/2010;Sony;R$ 700,00
HL1020;4;Sao Paulo;27/03/2010;Motorola;R$ 1.500,00
HL1007;2;Recife;27/03/2010;Dell;R$ 2.300,00
HL1018;5;Sao Paulo;27/03/2010;Xiaomi;R$ 1.200,00
HL1007;2;Fortaleza;27/03/2010;Dell;R$ 2.300,00
HL1013;1;Belo Horizonte;27/03/2010;Nikon;R$ 1.550,00
HL1007;4;Goiania;28/03/2010;Dell;R$ 2.300,00
HL1013;3;Campinas;28/03/2010;Nikon;R$ 1.550,00
HL1012;3;Sao Paulo;28/03/2010;Dell;R$ 5.500,00
HL1007;2;Porto Alegre;28/03/2010;Dell;R$ 2.300,00
HL1020;4;Sao Paulo;28/03/2010;Motorola;R$ 1.500,00
HL1012;2;Curitiba;28/03/2010;Dell;R$ 5.500,00
HL1007;4;Sao Paulo;28/03/2010;Dell;R$ 2.300,00
HL1012;5;Salvador;28/03/2010;Dell;R$ 5.500,00
HL1015;1;Curitiba;28/03/2010;Sony;R$ 700,00
HL1020;5;Sao Paulo;29/03/2010;Motorola;R$ 1.500,00
HL1005;2;Campinas;29/03/2010;Canon;R$ 1.500,00
HL1009;4;Campinas;29/03/2010;Motorola;R$ 1.400,00
HL1005;5;Sao Paulo;29/03/2010;Canon;R$ 1.500,00
HL1008;1;Campinas;29/03/2010;Philco;R$ 2.000,00
HL1015;2;Curitiba;29/03/2010;Sony;R$ 700,00
HL1015;1;Rio de Janeiro;29/03/2010;Sony;R$ 700,00
HL1009;4;Salvador;29/03/2010;Motorola;R$ 1.400,00
HL1009;2;Sao Paulo;30/03/2010;Motorola;R$ 1.400,00
HL1012;5;Recife;30/03/2010;Dell;R$ 5.500,00
HL1008;3;Sao Paulo;30/03/2010;Philco;R$ 2.000,00
HL1008;1;Belo Horizonte;30/03/2010;Philco;R$ 2.000,00
HL1013;1;Guarulhos;30/03/2010;Nikon;R$ 1.550,00
HL1008;2;Salvador;30/03/2010;Philco;R$ 2.000,00
HL1020;5;Fortaleza;30/03/2010;Motorola;R$ 1.500,00
HL1015;2;Campinas;31/03/2010;Sony;R$ 700,00
HL1018;5;Porto Alegre;31/03/2010;Xiaomi;R$ 1.200,00
HL1015;4;Sao Paulo;31/03/2010;Sony;R$ 700,00
HL1009;1;Salvador;01/04/2010;Motorola;R$ 1.400,00
HL1008;3;Sao Paulo;01/04/2010;Philco;R$ 2.000,00
HL1008;1;Rio de Janeiro;01/04/2010;Philco;R$ 2.000,00
HL1018;4;Goiania;01/04/2010;Xiaomi;R$ 1.200,00
HL1013;4;Sao Paulo;02/04/2010;Nikon;R$ 1.550,00
HL1007;1;Nova Iguacu;02/04/2010;Dell;R$ 2.300,00
HL1009;1;Porto Alegre;02/04/2010;Motorola;R$ 1.400,00
HL1020;1;Rio de Janeiro;02/04/2010;Motorola;R$ 1.500,00
HL1015;4;Sao Paulo;02/04/2010;Sony;R$ 700,00
HL1015;3;Belo Horizonte;02/04/2010;Sony;R$ 700,00
HL1005;5;Rio de Janeiro;02/04/2010;Canon;R$ 1.500,00
HL1009;1;Rio de Janeiro;02/04/2010;Motorola;R$ 1.400,00
HL1009;4;Salvador;02/04/2010;Motorola;R$ 1.400,00
HL1008;5;Sao Paulo;02/04/2010;Philco;R$ 2.000,00
HL1012;1;Rio de Janeiro;02/04/2010;Dell;R$ 5.500,00
HL1013;4;Recife;02/04/2010;Nikon;R$ 1.550,00
HL1008;2;Sao Paulo;02/04/2010;Philco;R$ 2.000,00
HL1005;3;Rio de Janeiro;03/04/2010;Canon;R$ 1.500,00
HL1007;3;Recife;03/04/2010;Dell;R$ 2.300,00
HL1005;2;Sao Paulo;03/04/2010;Canon;R$ 1.500,00
HL1008;5;Sao Paulo;03/04/2010;Philco;R$ 2.000,00
HL1009;1;Porto Alegre;03/04/2010;Motorola;R$ 1.400,00
HL1008;4;Belo Horizonte;03/04/2010;Philco;R$ 2.000,00
HL1018;2;Recife;04/04/2010;Xiaomi;R$ 1.200,00
HL1024;4;Sao Paulo;04/04/2010;Acer;R$ 2.400,00
HL1024;5;Sao Paulo;04/04/2010;Acer;R$ 2.400,00
HL1013;5;Belo Horizonte;04/04/2010;Nikon;R$ 1.550,00
HL1005;1;Sao Paulo;04/04/2010;Canon;R$ 1.500,00
HL1013;3;Fortaleza;04/04/2010;Nikon;R$ 1.550,00
HL1020;1;Recife;04/04/2010;Motorola;R$ 1.500,00
HL1018;4;Salvador;04/04/2010;Xiaomi;R$ 1.200,00
HL1013;3;Sao Paulo;04/04/2010;Nikon;R$ 1.550,00
HL1005;1;Fortaleza;05/04/2010;Canon;R$ 1.500,00
HL1007;1;Campinas;05/04/2010;Dell;R$ 2.300,00
HL1007;5;Salvador;05/04/2010;Dell;R$ 2.300,00
HL1008;5;Goiania;05/04/2010;Philco;R$ 2.000,00
HL1009;2;Rio de Janeiro;05/04/2010;Motorola;R$ 1.400,00
HL1007;5;Nova Iguacu;05/04/2010;Dell;R$ 2.300,00
HL1015;4;Sao Paulo;05/04/2010;Sony;R$ 700,00
HL1024;5;Goiania;06/04/2010;Acer;R$ 2.400,00
HL1007;4;Guarulhos;06/04/2010;Dell;R$ 2.300,00
HL1007;2;Curitiba;06/04/2010;Dell;R$ 2.300,00
HL1018;4;Sao Paulo;06/04/2010;Xiaomi;R$ 1.200,00
HL1007;2;Sao Paulo;06/04/2010;Dell;R$ 2.300,00
HL1009;5;Sao Paulo;07/04/2010;Motorola;R$ 1.400,00
HL1015;4;Salvador;07/04/2010;Sony;R$ 700,00
HL1015;1;Goiania;07/04/2010;Sony;R$ 700,00
HL1009;1;Rio de Janeiro;07/04/2010;Motorola;R$ 1.400,00
HL1018;3;Recife;07/04/2010;Xiaomi;R$ 1.200,00
HL1012;3;Salvador;07/04/2010;Dell;R$ 5.500,00
HL1018;4;Rio de Janeiro;07/04/2010;Xiaomi;R$ 1.200,00
HL1024;4;Sao Paulo;07/04/2010;Acer;R$ 2.400,00
HL1008;2;Sao Paulo;07/04/2010;Philco;R$ 2.000,00
HL1008;2;Salvador;08/04/2010;Philco;R$ 2.000,00
HL1007;3;Recife;08/04/2010;Dell;R$ 2.300,00
HL1008;5;Goiania;08/04/2010;Philco;R$ 2.000,00
HL1015;1;Goiania;08/04/2010;Sony;R$ 700,00
HL1007;1;Nova Iguacu;08/04/2010;Dell;R$ 2.300,00
HL1008;1;Curitiba;08/04/2010;Philco;R$ 2.000,00
HL1018;2;Curitiba;08/04/2010;Xiaomi;R$ 1.200,00
HL1015;5;Curitiba;08/04/2010;Sony;R$ 700,00
HL1005;5;Porto Alegre;08/04/2010;Canon;R$ 1.500,00
HL1024;5;Salvador;09/04/2010;Acer;R$ 2.400,00
HL1015;4;Sao Paulo;09/04/2010;Sony;R$ 700,00
HL1005;4;Sao Paulo;09/04/2010;Canon;R$ 1.500,00
HL1009;1;Rio de Janeiro;09/04/2010;Motorola;R$ 1.400,00
HL1013;5;Rio de Janeiro;10/04/2010;Nikon;R$ 1.550,00
HL1024;1;Fortaleza;10/04/2010;Acer;R$ 2.400,00
HL1005;5;Niteroi;10/04/2010;Canon;R$ 1.500,00
HL1007;2;Sao Paulo;10/04/2010;Dell;R$ 2.300,00
HL1018;1;Sao Paulo;11/04/2010;Xiaomi;R$ 1.200,00
HL1018;3;Curitiba;11/04/2010;Xiaomi;R$ 1.200,00
HL1024;2;Niteroi;11/04/2010;Acer;R$ 2.400,00
HL1015;4;Sao Paulo;11/04/2010;Sony;R$ 700,00
HL1012;3;Porto Alegre;11/04/2010;Dell;R$ 5.500,00
HL1005;3;Rio de Janeiro;12/04/2010;Canon;R$ 1.500,00
HL1009;4;Salvador;12/04/2010;Motorola;R$ 1.400,00
HL1013;1;Rio de Janeiro;12/04/2010;Nikon;R$ 1.550,00
HL1013;5;Salvador;12/04/2010;Nikon;R$ 1.550,00
HL1007;1;Porto Alegre;12/04/2010;Dell;R$ 2.300,00
HL1008;5;Porto Alegre;12/04/2010;Philco;R$ 2.000,00
HL1007;3;Curitiba;12/04/2010;Dell;R$ 2.300,00
HL1024;1;Recife;12/04/2010;Acer;R$ 2.400,00
HL1024;1;Salvador;12/04/2010;Acer;R$ 2.400,00
HL1015;4;Goiania;13/04/2010;Sony;R$ 700,00
HL1008;3;Fortaleza;13/04/2010;Philco;R$ 2.000,00
HL1024;1;Campinas;13/04/2010;Acer;R$ 2.400,00
HL1018;2;Goiania;13/04/2010;Xiaomi;R$ 1.200,00
HL1009;2;Curitiba;13/04/2010;Motorola;R$ 1.400,00
HL1007;4;Campinas;14/04/2010;Dell;R$ 2.300,00
HL1018;4;Rio de Janeiro;14/04/2010;Xiaomi;R$ 1.200,00
HL1013;2;Belo Horizonte;14/04/2010;Nikon;R$ 1.550,00
HL1005;4;Recife;14/04/2010;Canon;R$ 1.500,00
HL1015;1;Porto Alegre;14/04/2010;Sony;R$ 700,00
HL1007;2;Rio de Janeiro;15/04/2010;Dell;R$ 2.300,00
HL1018;1;Sao Paulo;15/04/2010;Xiaomi;R$ 1.200,00
HL1005;4;Fortaleza;15/04/2010;Canon;R$ 1.500,00
HL1009;2;Curitiba;15/04/2010;Motorola;R$ 1.400,00
HL1009;1;Campinas;15/04/2010;Motorola;R$ 1.400,00
HL1007;1;Salvador;15/04/2010;Dell;R$ 2.300,00
HL1009;2;Sao Paulo;15/04/2010;Motorola;R$ 1.400,00
HL1015;4;Sao Paulo;16/04/2010;Sony;R$ 700,00
HL1009;5;Porto Alegre;16/04/2010;Motorola;R$ 1.400,00
HL1024;4;Guarulhos;16/04/2010;Acer;R$ 2.400,00
HL1015;5;Sao Paulo;16/04/2010;Sony;R$ 700,00
HL1013;4;Curitiba;16/04/2010;Nikon;R$ 1.550,00
HL1013;1;Sao Paulo;16/04/2010;Nikon;R$ 1.550,00
HL1024;2;Nova Iguacu;16/04/2010;Acer;R$ 2.400,00
HL1005;2;Porto Alegre;16/04/2010;Canon;R$ 1.500,00
HL1012;2;Sao Paulo;17/04/2010;Dell;R$ 5.500,00
HL1009;3;Fortaleza;17/04/2010;Motorola;R$ 1.400,00
HL1008;2;Salvador;17/04/2010;Philco;R$ 2.000,00
HL1005;3;Nova Iguacu;17/04/2010;Canon;R$ 1.500,00
HL1009;2;Recife;17/04/2010;Motorola;R$ 1.400,00
HL1020;1;Rio de Janeiro;18/04/2010;Motorola;R$ 1.500,00
HL1005;2;Guarulhos;18/04/2010;Canon;R$ 1.500,00
HL1008;4;Fortaleza;18/04/2010;Philco;R$ 2.000,00
HL1013;4;Sao Paulo;18/04/2010;Nikon;R$ 1.550,00
HL1008;1;Recife;18/04/2010;Philco;R$ 2.000,00
HL1018;2;Belo Horizonte;18/04/2010;Xiaomi;R$ 1.200,00
HL1024;1;Salvador;19/04/2010;Acer;R$ 2.400,00
HL1007;3;Rio de Janeiro;19/04/2010;Dell;R$ 2.300,00
HL1009;2;Sao Paulo;19/04/2010;Motorola;R$ 1.400,00
HL1007;2;Campinas;19/04/2010;Dell;R$ 2.300,00
HL1018;2;Porto Alegre;19/04/2010;Xiaomi;R$ 1.200,00
HL1008;2;Sao Paulo;20/04/2010;Philco;R$ 2.000,00
HL1018;1;Belo Horizonte;20/04/2010;Xiaomi;R$ 1.200,00
HL1005;2;Fortaleza;20/04/2010;Canon;R$ 1.500,00
HL1024;3;Recife;20/04/2010;Acer;R$ 2.400,00
HL1020;4;Curitiba;20/04/2010;Motorola;R$ 1.500,00
HL1015;5;Salvador;20/04/2010;Sony;R$ 700,00
HL1009;5;Porto Alegre;20/04/2010;Motorola;R$ 1.400,00
HL1015;4;Campinas;21/04/2010;Sony;R$ 700,00
HL1015;4;Sao Paulo;21/04/2010;Sony;R$ 700,00
HL1013;1;Salvador;21/04/2010;Nikon;R$ 1.550,00
HL1018;5;Fortaleza;21/04/2010;Xiaomi;R$ 1.200,00
HL1008;4;Rio de Janeiro;22/04/2010;Philco;R$ 2.000,00
HL1020;1;Guarulhos;22/04/2010;Motorola;R$ 1.500,00
HL1005;2;Sao Paulo;22/04/2010;Canon;R$ 1.500,00
HL1018;5;Sao Paulo;22/04/2010;Xiaomi;R$ 1.200,00
HL1020;2;Recife;23/04/2010;Motorola;R$ 1.500,00
HL1008;4;Salvador;23/04/2010;Philco;R$ 2.000,00
HL1024;3;Salvador;23/04/2010;Acer;R$ 2.400,00
HL1005;2;Goiania;23/04/2010;Canon;R$ 1.500,00
HL1008;2;Sao Paulo;23/04/2010;Philco;R$ 2.000,00
HL1024;5;Porto Alegre;24/04/2010;Acer;R$ 2.400,00
HL1009;5;Guarulhos;24/04/2010;Motorola;R$ 1.400,00
HL1009;4;Recife;24/04/2010;Motorola;R$ 1.400,00
HL1005;3;Sao Paulo;25/04/2010;Canon;R$ 1.500,00
HL1015;2;Fortaleza;25/04/2010;Sony;R$ 700,00
HL1012;4;Campinas;25/04/2010;Dell;R$ 5.500,00
HL1013;3;Recife;25/04/2010;Nikon;R$ 1.550,00
HL1007;3;Curitiba;25/04/2010;Dell;R$ 2.300,00
HL1009;1;Belo Horizonte;25/04/2010;Motorola;R$ 1.400,00
HL1015;5;Salvador;25/04/2010;Sony;R$ 700,00
HL1007;5;Campinas;25/04/2010;Dell;R$ 2.300,00
HL1005;4;Sao Paulo;25/04/2010;Canon;R$ 1.500,00
HL1009;1;Sao Paulo;25/04/2010;Motorola;R$ 1.400,00
HL1018;2;Recife;25/04/2010;Xiaomi;R$ 1.200,00
HL1005;3;Sao Paulo;25/04/2010;Canon;R$ 1.500,00
HL1024;5;Rio de Janeiro;26/04/2010;Acer;R$ 2.400,00
HL1009;3;Salvador;26/04/2010;Motorola;R$ 1.400,00
HL1015;5;Fortaleza;26/04/2010;Sony;R$ 700,00
HL1005;3;Sao Paulo;26/04/2010;Canon;R$ 1.500,00
HL1005;5;Fortaleza;26/04/2010;Canon;R$ 1.500,00
HL1007;1;Curitiba;26/04/2010;Dell;R$ 2.300,00
HL1015;1;Goiania;26/04/2010;Sony;R$ 700,00
HL1015;4;Sao Paulo;26/04/2010;Sony;R$ 700,00
HL1007;2;Recife;27/04/2010;Dell;R$ 2.300,00
HL1024;1;Recife;28/04/2010;Acer;R$ 2.400,00
HL1008;1;Recife;28/04/2010;Philco;R$ 2.000,00
HL1012;5;Rio de Janeiro;28/04/2010;Dell;R$ 5.500,00
HL1018;1;Sao Paulo;28/04/2010;Xiaomi;R$ 1.200,00
HL1024;4;Nova Iguacu;28/04/2010;Acer;R$ 2.400,00
HL1008;3;Fortaleza;28/04/2010;Philco;R$ 2.000,00
HL1005;1;Rio de Janeiro;29/04/2010;Canon;R$ 1.500,00
HL1009;5;Curitiba;29/04/2010;Motorola;R$ 1.400,00
HL1018;2;Sao Paulo;29/04/2010;Xiaomi;R$ 1.200,00
HL1015;4;Recife;29/04/2010;Sony;R$ 700,00
HL1015;4;Belo Horizonte;29/04/2010;Sony;R$ 700,00
HL1005;3;Goiania;30/04/2010;Canon;R$ 1.500,00
HL1007;1;Rio de Janeiro;30/04/2010;Dell;R$ 2.300,00
HL1015;2;Curitiba;30/04/2010;Sony;R$ 700,00
HL1005;4;Sao Paulo;30/04/2010;Canon;R$ 1.500,00
HL1005;1;Sao Paulo;30/04/2010;Canon;R$ 1.500,00
HL1009;5;Guarulhos;30/04/2010;Motorola;R$ 1.400,00
HL1018;5;Fortaleza;30/04/2010;Xiaomi;R$ 1.200,00
HL1007;1;Sao Paulo;30/04/2010;Dell;R$ 2.300,00
HL1005;2;Salvador;01/05/2010;Canon;R$ 1.500,00
HL1009;4;Sao Paulo;01/05/2010;Motorola;R$ 1.400,00
HL1007;4;Nova Iguacu;01/05/2010;Dell;R$ 2.300,00
HL1009;3;Rio de Janeiro;02/05/2010;Motorola;R$ 1.400,00
HL1009;1;Rio de Janeiro;02/05/2010;Motorola;R$ 1.400,00
HL1020;5;Sao Paulo;03/05/2010;Motorola;R$ 1.500,00
HL1015;3;Fortaleza;03/05/2010;Sony;R$ 700,00
HL1013;3;Salvador;03/05/2010;Nikon;R$ 1.550,00
HL1015;1;Recife;03/05/2010;Sony;R$ 700,00
HL1024;5;Rio de Janeiro;04/05/2010;Acer;R$ 2.400,00
HL1013;5;Recife;04/05/2010;Nikon;R$ 1.550,00
HL1013;1;Curitiba;04/05/2010;Nikon;R$ 1.550,00
HL1012;4;Guarulhos;04/05/2010;Dell;R$ 5.500,00
HL1012;1;Fortaleza;04/05/2010;Dell;R$ 5.500,00
HL1018;4;Sao Paulo;04/05/2010;Xiaomi;R$ 1.200,00
HL1007;2;Goiania;04/05/2010;Dell;R$ 2.300,00
HL1024;3;Fortaleza;05/05/2010;Acer;R$ 2.400,00
HL1018;3;Rio de Janeiro;05/05/2010;Xiaomi;R$ 1.200,00
HL1024;2;Recife;05/05/2010;Acer;R$ 2.400,00
HL1005;4;Salvador;05/05/2010;Canon;R$ 1.500,00
HL1007;1;Sao Paulo;05/05/2010;Dell;R$ 2.300,00
HL1008;1;Rio de Janeiro;06/05/2010;Philco;R$ 2.000,00
HL1009;2;Salvador;06/05/2010;Motorola;R$ 1.400,00
HL1007;5;Sao Paulo;06/05/2010;Dell;R$ 2.300,00
HL1018;3;Sao Paulo;06/05/2010;Xiaomi;R$ 1.200,00
HL1018;2;Fortaleza;06/05/2010;Xiaomi;R$ 1.200,00
HL1007;3;Fortaleza;06/05/2010;Dell;R$ 2.300,00
HL1020;3;Sao Paulo;07/05/2010;Motorola;R$ 1.500,00
HL1015;3;Rio de Janeiro;08/05/2010;Sony;R$ 700,00
HL1007;2;Fortaleza;08/05/2010;Dell;R$ 2.300,00
HL1024;2;Guarulhos;08/05/2010;Acer;R$ 2.400,00
HL1020;4;Porto Alegre;08/05/2010;Motorola;R$ 1.500,00
HL1012;1;Salvador;08/05/2010;Dell;R$ 5.500,00
HL1018;2;Fortaleza;08/05/2010;Xiaomi;R$ 1.200,00
HL1007;5;Curitiba;09/05/2010;Dell;R$ 2.300,00
HL1007;1;Salvador;09/05/2010;Dell;R$ 2.300,00
HL1018;5;Porto Alegre;09/05/2010;Xiaomi;R$ 1.200,00
HL1012;2;Rio de Janeiro;09/05/2010;Dell;R$ 5.500,00
HL1007;2;Recife;09/05/2010;Dell;R$ 2.300,00
HL1024;2;Sao Paulo;09/05/2010;Acer;R$ 2.400,00
HL1013;2;Guarulhos;09/05/2010;Nikon;R$ 1.550,00
HL1018;1;Rio de Janeiro;10/05/2010;Xiaomi;R$ 1.200,00
HL1015;4;Goiania;10/05/2010;Sony;R$ 700,00
HL1015;1;Salvador;10/05/2010;Sony;R$ 700,00
HL1009;2;Sao Paulo;11/05/2010;Motorola;R$ 1.400,00
HL1008;2;Fortaleza;11/05/2010;Philco;R$ 2.000,00
HL1009;5;Sao Paulo;11/05/2010;Motorola;R$ 1.400,00
HL1009;2;Goiania;11/05/2010;Motorola;R$ 1.400,00
HL1008;2;Sao Paulo;11/05/2010;Philco;R$ 2.000,00
HL1018;3;Sao Paulo;11/05/2010;Xiaomi;R$ 1.200,00
HL1018;3;Salvador;12/05/2010;Xiaomi;R$ 1.200,00
HL1008;5;Fortaleza;12/05/2010;Philco;R$ 2.000,00
HL1005;1;Fortaleza;12/05/2010;Canon;R$ 1.500,00
HL1024;4;Salvador;12/05/2010;Acer;R$ 2.400,00
HL1005;4;Sao Paulo;12/05/2010;Canon;R$ 1.500,00
HL1005;5;Goiania;12/05/2010;Canon;R$ 1.500,00
HL1005;1;Salvador;13/05/2010;Canon;R$ 1.500,00
HL1015;5;Campinas;13/05/2010;Sony;R$ 700,00
HL1018;2;Fortaleza;13/05/2010;Xiaomi;R$ 1.200,00
HL1018;1;Rio de Janeiro;13/05/2010;Xiaomi;R$ 1.200,00
HL1012;1;Recife;13/05/2010;Dell;R$ 5.500,00
HL1005;3;Rio de Janeiro;13/05/2010;Canon;R$ 1.500,00
HL1005;2;Fortaleza;14/05/2010;Canon;R$ 1.500,00
HL1013;4;Sao Paulo;14/05/2010;Nikon;R$ 1.550,00
HL1007;4;Rio de Janeiro;14/05/2010;Dell;R$ 2.300,00
HL1024;5;Salvador;15/05/2010;Acer;R$ 2.400,00
HL1013;4;Salvador;15/05/2010;Nikon;R$ 1.550,00
HL1009;4;Salvador;15/05/2010;Motorola;R$ 1.400,00
HL1013;4;Sao Paulo;15/05/2010;Nikon;R$ 1.550,00
HL1015;5;Rio de Janeiro;15/05/2010;Sony;R$ 700,00
HL1007;4;Salvador;15/05/2010;Dell;R$ 2.300,00
